Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3531407,Monte Aprazível,,496,0,0,437,59,,508,0,0,423,85,,1326,0,0,1015,311,,973,0,175,633,165,,919,0,813,0,106,,288,0,288,0,0,,33,0,33,0,0,,205,0,205,0,0,,"30,00",,"30,00","0,00","15,00","15,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3531506,Monte Azul Paulista,,412,0,0,384,28,,392,0,0,344,48,,1022,0,0,883,139,,830,0,281,439,110,,481,0,481,0,0,,12,0,12,0,0,,0,0,0,0,0,,0,0,0,0,0,,"42,00",,"18,00","0,00","0,00","18,00","0,00",,"24,00","0,00","24,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3531605,Monte Castelo,,116,0,0,116,0,,105,0,0,105,0,,233,0,0,233,0,,165,0,165,0,0,,151,0,151,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"26,00",,"2,00","0,00","2,00","0,00","0,00",,"24,00","0,00","24,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3531803,Monte Mor,,1763,0,0,1665,98,,1857,0,0,1754,103,,5013,0,0,4763,250,,4116,0,1330,2601,185,,3.583,0,3.517,0,66,,526,0,526,0,0,,20,0,19,0,1,,129,0,89,0,40,,"320,00",,"148,00","0,00","0,00","148,00","0,00",,"172,00","0,00","172,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3531704,Monteiro Lobato,,60,0,0,60,0,,129,0,0,129,0,,355,0,0,296,59,,292,0,248,0,44,,181,0,181,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3531902,Morro Agudo,,634,0,0,565,69,,771,0,0,684,87,,1994,0,0,1754,240,,1571,0,586,852,133,,935,0,699,178,58,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"224,00",,"139,00","0,00","0,00","139,00","0,00",,"85,00","0,00","85,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3532009,Morungaba,,324,0,0,301,23,,367,0,0,324,43,,886,0,0,754,132,,679,0,60,611,8,,373,0,373,0,0,,127,0,127,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532058,Motuca,,59,0,0,59,0,,97,0,0,97,0,,273,0,0,273,0,,193,0,0,193,0,,143,0,143,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532108,Murutinga do Sul,,78,0,0,78,0,,62,0,0,62,0,,198,0,0,198,0,,167,0,167,0,0,,81,0,81,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532157,Nantes,,87,0,0,87,0,,75,0,0,75,0,,173,0,0,173,0,,173,0,173,0,0,,87,0,87,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532207,Narandiba,,216,0,0,216,0,,165,0,0,165,0,,461,0,0,461,0,,354,0,0,354,0,,187,0,187,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"20,00",,"6,00","0,00","6,00","0,00","0,00",,"14,00","0,00","14,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532306,Natividade da Serra,,15,0,0,15,0,,148,0,0,148,0,,414,0,0,414,0,,368,0,334,34,0,,223,0,223,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"5,00",,"0,00","0,00","0,00","0,00","0,00",,"5,00","0,00","5,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3532405,Nazaré Paulista,,359,0,0,359,0,,480,0,0,480,0,,1192,0,309,883,0,,978,0,978,0,0,,688,0,688,0,0,,72,0,72,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532504,Neves Paulista,,215,0,0,187,28,,204,0,0,186,18,,484,0,0,432,52,,384,0,350,0,34,,330,0,330,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532603,Nhandeara,,146,0,0,130,16,,192,0,0,146,46,,551,0,45,363,143,,482,0,369,0,113,,320,0,226,0,94,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532702,Nipoã,,132,0,0,132,0,,122,0,0,122,0,,366,0,0,366,0,,247,0,247,0,0,,146,0,146,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532801,Nova Aliança,,193,0,0,193,0,,161,0,0,161,0,,438,0,0,438,0,,323,0,272,51,0,,263,0,263,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532827,Nova Campina,,222,0,0,222,0,,264,0,0,264,0,,663,0,0,663,0,,496,0,68,428,0,,348,0,348,0,0,,35,0,35,0,0,,0,0,0,0,0,,0,0,0,0,0,,"21,00",,"0,00","0,00","0,00","0,00","0,00",,"21,00","0,00","21,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532843,Nova Canaã Paulista,,33,0,0,33,0,,36,0,0,36,0,,84,0,0,84,0,,77,0,77,0,0,,63,0,63,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3532868,Nova Castilho,,37,0,0,37,0,,28,0,0,28,0,,76,0,0,76,0,,62,0,62,0,0,,28,0,28,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3532900,Nova Europa,,254,0,0,245,9,,235,0,0,226,9,,550,0,0,509,41,,482,0,0,482,0,,334,0,334,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"49,00",,"0,00","0,00","0,00","0,00","0,00",,"49,00","0,00","49,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3533007,Nova Granada,,432,0,0,361,71,,493,0,0,422,71,,1275,0,0,1048,227,,1106,0,882,0,224,,816,0,671,0,145,,68,0,68,0,0,,0,0,0,0,0,,0,0,0,0,0,,"65,00",,"19,00","0,00","0,00","19,00","0,00",,"46,00","0,00","46,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533106,Nova Guataporanga,,61,0,0,61,0,,65,0,0,65,0,,120,0,0,120,0,,99,0,99,0,0,,85,0,85,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"11,00",,"3,00","0,00","3,00","0,00","0,00",,"8,00","0,00","8,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533205,Nova Independência,,137,0,0,137,0,,125,0,0,125,0,,299,0,0,299,0,,265,0,0,265,0,,164,0,164,0,0,,27,0,27,0,0,,0,0,0,0,0,,0,0,0,0,0,,"108,00",,"67,00","0,00","48,00","19,00","0,00",,"41,00","0,00","41,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533304,Nova Luzitânia,,75,0,0,75,0,,66,0,0,66,0,,167,0,0,167,0,,131,0,131,0,0,,95,0,95,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3533403,Nova Odessa,,1401,0,0,1048,353,,1341,0,0,1170,171,,3714,0,0,3017,697,,2977,0,2276,0,701,,2.472,0,2.142,0,330,,630,0,630,0,0,,65,0,52,0,13,,277,0,167,0,110,,"65,00",,"44,00","0,00","27,00","17,00","0,00",,"21,00","0,00","21,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533254,Novais,,142,0,0,142,0,,135,0,0,135,0,,359,0,0,359,0,,257,0,0,257,0,,151,0,151,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3533502,Novo Horizonte,,563,0,0,394,169,,938,0,0,808,130,,2340,0,0,1961,379,,1998,0,144,1551,303,,1.546,0,1.379,0,167,,484,0,484,0,0,,11,0,11,0,0,,177,0,177,0,0,,"114,00",,"61,00","0,00","0,00","61,00","0,00",,"53,00","0,00","53,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3533601,Nuporanga,,237,0,0,189,48,,187,0,0,167,20,,496,0,0,437,59,,397,0,0,347,50,,205,0,180,0,25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533700,Ocauçu,,138,0,0,138,0,,119,0,0,119,0,,277,0,0,277,0,,239,0,239,0,0,,176,0,176,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3533809,Óleo,,48,0,0,48,0,,62,0,0,62,0,,140,0,0,140,0,,159,0,159,0,0,,71,0,71,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3533908,Olímpia,,1666,0,0,1260,406,,1416,0,0,1222,194,,3783,0,0,3214,569,,3135,0,2635,0,500,,2.310,0,2.107,0,203,,657,0,657,0,0,,30,0,30,0,0,,111,0,111,0,0,,"96,00",,"38,00","0,00","0,00","38,00","0,00",,"58,00","0,00","58,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3534005,Onda Verde,,119,0,0,119,0,,122,0,0,122,0,,322,0,0,322,0,,281,0,281,0,0,,173,0,173,0,0,,0,0,0,0,0,,10,0,0,0,10,,52,0,0,0,52,,"5,00",,"5,00","0,00","0,00","5,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3534104,Oriente,,120,0,0,120,0,,117,0,0,117,0,,294,0,0,294,0,,225,0,225,0,0,,143,0,143,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"20,00",,"13,00","0,00","6,00","7,00","0,00",,"7,00","0,00","7,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3534203,Orindiúva,,167,0,0,167,0,,146,0,0,146,0,,377,0,0,377,0,,353,0,0,353,0,,208,0,208,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3534302,Orlândia,,1147,0,0,738,409,,849,0,0,674,175,,2339,0,0,1838,501,,2020,0,0,1541,479,,1.556,0,1.283,0,273,,788,0,788,0,0,,44,0,44,0,0,,197,0,197,0,0,,"185,00",,"100,00","0,00","0,00","100,00","0,00",,"85,00","0,00","85,00","0,00","0,00"
Região Metropolitana de São Paulo_Oeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 700.001 até 750.000 habitantes,3534401,Osasco,,19139,0,0,12450,6689,,18932,0,0,14881,4051,,52559,0,0,39169,13390,,38959,0,27073,0,11886,,35.298,0,27.811,0,7.487,,3013,0,1586,0,1427,,225,0,93,0,132,,3467,0,593,0,2874,,4.012,,1.483,"0,00","879,00","441,00","163,00",,2.529,"0,00",2.187,"0,00","342,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3534500,Oscar Bressane,,58,0,0,58,0,,52,0,0,52,0,,129,0,0,129,0,,124,0,0,124,0,,62,0,62,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3534609,Osvaldo Cruz,,625,0,0,400,225,,593,0,0,414,179,,1736,0,0,1167,569,,1377,0,966,0,411,,1.240,0,1.127,0,113,,473,0,473,0,0,,136,0,130,0,6,,318,0,316,0,2,,"145,00",,"61,00","0,00","61,00","0,00","0,00",,"84,00","0,00","84,00","0,00","0,00"
Região Administrativa de Marília,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3534708,Ourinhos,,1960,0,0,1554,406,,2473,0,0,2059,414,,6512,0,393,4706,1413,,5614,0,2842,1642,1130,,4.265,0,3.563,0,702,,605,0,605,0,0,,171,0,72,0,99,,1052,0,523,0,529,,"437,00",,"238,00","0,00","10,00","218,00","10,00",,"199,00","0,00","199,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3534807,Ouro Verde,,204,0,0,204,0,,196,0,0,196,0,,496,0,0,496,0,,441,0,0,441,0,,296,0,296,0,0,,21,0,21,0,0,,0,0,0,0,0,,0,0,0,0,0,,"61,00",,"28,00","0,00","0,00","28,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3534757,Ouroeste,,237,0,0,237,0,,272,0,0,272,0,,610,0,0,610,0,,499,0,430,69,0,,249,0,249,0,0,,48,0,48,0,0,,0,0,0,0,0,,0,0,0,0,0,,"35,00",,"11,00","0,00","0,00","11,00","0,00",,"24,00","0,00","24,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3534906,Pacaembu,,257,0,0,177,80,,197,0,0,197,0,,530,0,0,466,64,,439,0,350,0,89,,304,0,259,0,45,,20,0,20,0,0,,0,0,0,0,0,,0,0,0,0,0,,"355,00",,"197,00","0,00","197,00","0,00","0,00",,"158,00","0,00","158,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3535002,Palestina,,284,0,0,284,0,,268,0,0,268,0,,594,0,0,594,0,,597,0,0,597,0,,318,0,318,0,0,,32,0,32,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3535101,Palmares Paulista,,215,0,0,215,0,,233,0,0,233,0,,607,0,0,607,0,,490,0,490,0,0,,324,0,324,0,0,,52,0,52,0,0,,0,0,0,0,0,,0,0,0,0,0,,"25,00",,"0,00","0,00","0,00","0,00","0,00",,"25,00","0,00","25,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3535200,Palmeira d'Oeste,,168,0,0,135,33,,166,0,0,121,45,,465,0,0,354,111,,377,0,274,0,103,,251,0,186,0,65,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"15,00",,"7,00","0,00","0,00","7,00","0,00",,"8,00","0,00","0,00","8,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3535309,Palmital,,554,0,0,488,66,,449,0,0,372,77,,1204,0,0,982,222,,1003,0,807,0,196,,730,0,639,0,91,,233,0,233,0,0,,64,0,64,0,0,,115,0,115,0,0,,"134,00",,"47,00","0,00","31,00","16,00","0,00",,"87,00","0,00","87,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3535408,Panorama,,348,0,0,301,47,,361,0,0,308,53,,1088,0,0,939,149,,870,0,704,0,166,,398,0,341,0,57,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"68,00",,"22,00","0,00","22,00","0,00","0,00",,"46,00","0,00","46,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3535507,Paraguaçu Paulista,,1103,0,0,1034,69,,1019,0,0,938,81,,2797,0,0,2367,430,,2134,0,477,1349,308,,1.482,0,1.274,0,208,,329,0,329,0,0,,89,0,89,0,0,,149,0,149,0,0,,"168,00",,"92,00","0,00","54,00","38,00","0,00",,"76,00","0,00","76,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3535606,Paraibuna,,228,0,0,220,8,,424,0,0,405,19,,1102,0,0,1031,71,,945,0,945,0,0,,597,0,597,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"82,00",,"28,00","0,00","28,00","0,00","0,00",,"54,00","0,00","54,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3535705,Paraíso,,131,0,0,131,0,,127,0,0,127,0,,309,0,0,309,0,,278,0,0,278,0,,129,0,129,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3535804,Paranapanema,,601,0,0,448,153,,521,0,0,440,81,,1471,0,0,1229,242,,1127,0,0,961,166,,827,0,727,0,100,,60,0,60,0,0,,0,0,0,0,0,,0,0,0,0,0,,"30,00",,"11,00","0,00","0,00","11,00","0,00",,"19,00","0,00","19,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3535903,Paranapuã,,147,0,0,147,0,,95,0,0,95,0,,276,0,0,276,0,,188,0,188,0,0,,81,0,81,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3536000,Parapuã,,157,0,0,141,16,,208,0,0,206,2,,552,0,0,552,0,,397,0,397,0,0,,287,0,287,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"31,00",,"15,00","0,00","9,00","6,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3536109,Pardinho,,126,0,0,126,0,,188,0,0,188,0,,529,0,0,529,0,,473,0,0,473,0,,286,0,286,0,0,,34,0,34,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
